-119.2046890258789,54.087100982666016,393.0
-129.52610778808594,59.17927169799805,430.0
-127.72730255126953,58.76639175415039,427.0
-126.8321762084961,58.76639175415039,427.0
-126.52691650390625,59.04164505004883,429.0
-133.2413787841797,62.61992645263672,455.0
-132.2875518798828,62.61992645263672,455.0
-122.25243377685547,54.05769348144531,387.0
-132.42420959472656,58.946632385253906,422.0
-132.786376953125,59.505367279052734,426.0
-132.51255798339844,59.78473663330078,428.0
-131.9228515625,59.92441940307617,429.0
-131.9397735595703,60.34347152709961,432.0
-129.51756286621094,59.645050048828125,427.0
-129.82733154296875,60.20378494262695,431.0
-129.82119750976562,60.62283706665039,434.0
-129.2084197998047,60.76252365112305,435.0
-123.28263092041016,58.38789367675781,418.0
-123.28488159179688,58.80694580078125,421.0
-129.0894012451172,62.01968002319336,444.0
-125.8494644165039,60.90220642089844,436.0
-124.07582092285156,60.483154296875,433.0
-118.04795837402344,57.968841552734375,415.0
-115.20149230957031,56.99105453491211,408.0
-111.54358673095703,55.594215393066406,398.0
-110.7092514038086,55.594215393066406,398.0
-108.77064514160156,55.03548049926758,394.0
-112.05426025390625,57.130741119384766,409.0
-111.74061584472656,57.41010665893555,411.0
-113.30703735351562,58.66726303100586,420.0
-115.90645599365234,60.483154296875,433.0
-116.5922622680664,61.321258544921875,439.0
-113.56405639648438,60.20378494262695,431.0
-128.92308044433594,55.279266357421875,390.0
-132.7041778564453,57.26365280151367,404.0
-131.20449829101562,56.980167388916016,402.0
-131.01034545898438,57.26365280151367,404.0
-128.87469482421875,56.696685791015625,400.0
-126.11561584472656,55.84623336791992,394.0
-128.151611328125,57.121910095214844,403.0
-132.99295043945312,59.67325973510742,421.0
-133.67941284179688,60.3819694519043,426.0
-134.65660095214844,61.232418060302734,432.0
-132.2029571533203,60.523712158203125,427.0
-131.3078155517578,60.523712158203125,427.0
-128.2747802734375,59.531517028808594,420.0
-128.60760498046875,60.09848403930664,424.0
-130.7310028076172,61.51590347290039,434.0
-129.52206420898438,61.37416076660156,433.0
-127.42623138427734,60.807193756103516,429.0
-128.88638305664062,61.94112777709961,437.0
-120.64933776855469,58.3975830078125,412.0
